user_id,l7d_total,prev_avg,usage_trend,will_churn
U000001,0.0,0.0,1.0,1
U000002,148.16,89.19,1.660432299249636,0
U000003,0.0,71.0,0.0014064697609001409,1
U000004,244.44,186.98666666666668,1.3070947510957487,0
U000005,161.26,127.08333333333333,1.2687196959769362,0
U000006,33.910000000000004,70.74666666666667,0.48005081396443033,0
U000007,43.39,59.97333333333333,0.7239485073798692,0
U000008,88.43,50.45333333333334,1.7512198338388498,0
U000009,181.69,212.1,0.8566918001885014,0
U000010,21.259999999999998,58.89666666666667,0.3620543533532968,0
U000011,293.18,211.13,1.388439142167306,0
U000012,53.34,38.696666666666665,1.3774379242202939,1
U000013,108.32,54.88333333333333,1.9718702637162775,0
U000014,0.0,22.206666666666667,0.004482964734010759,1
U000015,0.0,0.0,1.0,1
U000016,220.76,110.13,2.003628776195228,0
U000017,58.59,123.2,0.47599351175993515,0
U000018,63.349999999999994,60.26333333333333,1.0511347948533878,0
U000019,128.51,144.08333333333334,0.8919893653912842,0
U000020,184.46,80.16666666666667,2.2993355481727575,0
U000021,57.9,227.39333333333335,0.2549525260813504,0
U000022,168.19,250.26666666666668,0.6721741445879377,0
U000023,0.0,0.0,1.0,1
U000024,70.6,147.71333333333334,0.47830597149557996,0
U000025,89.25,161.31333333333333,0.553547827523542,0
U000026,0.0,0.0,1.0,1
U000027,0.0,0.0,1.0,1
U000028,0.0,0.0,1.0,0
U000029,173.68,106.87666666666667,1.6244663945408657,0
U000030,237.85,121.74333333333334,1.9529176811752795,0
U000031,61.56,75.91333333333334,0.8111734783371338,0
U000032,0.0,0.0,1.0,1
U000033,0.0,0.0,1.0,0
U000034,0.0,0.0,1.0,1
U000035,105.15,76.40333333333334,1.3757570476231973,0
U000036,0.0,0.0,1.0,0
U000037,275.76,162.01000000000002,1.70168404170008,0
U000038,13.62,32.68666666666667,0.41846278975193163,0
U000039,138.21,53.93333333333334,2.559716224552745,0
U000040,187.8,99.90666666666668,1.8788747416838876,0
U000041,131.29,76.35666666666667,1.7184897763438984,0
U000042,0.0,0.0,1.0,1
U000043,79.24,94.16333333333334,0.8416846423140846,0
U000044,0.0,0.0,1.0,1
U000045,86.33,168.01666666666668,0.5141072667790224,0
U000046,107.63,147.35666666666665,0.7305875172367023,0
U000047,135.07999999999998,359.0250838322186,0.3764148094516154,0
U000048,0.0,45.88666666666666,0.0021745433458973617,1
U000049,164.05,89.34333333333335,1.835240189319122,0
U000050,0.0,0.0,1.0,0
U000051,56.79,56.31333333333333,1.0084495391160482,0
U000052,59.11,49.166666666666664,1.2018267929634643,0
U000053,0.0,0.0,1.0,0
U000054,0.0,0.0,1.0,1
U000055,0.0,0.0,1.0,1
U000056,87.03,43.52333333333333,1.9973255902804308,0
U000057,205.8,126.55333333333333,1.6256974418359829,0
U000058,0.0,0.0,1.0,1
U000059,0.0,0.0,1.0,1
U000060,152.15,134.38,1.1321386079714457,0
U000061,140.44,56.370000000000005,2.488755091198866,0
U000062,0.0,41.57,0.0023998080153587713,0
U000063,143.28,136.99666666666667,1.0458314084952223,0
U000064,0.0,46.89000000000001,0.0021281123643328366,1
U000065,172.56,170.79333333333332,1.0103378325661232,0
U000066,101.65,99.23,1.0243632336655593,0
U000067,225.45,123.96333333333332,1.8180230527418793,0
U000068,51.06999999999999,89.89999999999999,0.5685555555555556,0
U000069,0.0,0.0,1.0,0
U000070,0.0,0.0,1.0,1
U000071,0.0,0.0,1.0,1
U000072,151.83,127.83999999999999,1.1875097702047837,0
U000073,137.2,93.96666666666668,1.4596031183557756,0
U000074,56.14,55.24333333333333,1.0162018912244775,0
U000075,98.78999999999999,130.48333333333332,0.7572941927249521,0
U000076,191.11,112.29,1.7013079455467568,0
U000077,0.0,16.330000000000002,0.006086427267194156,1
U000078,0.0,0.0,1.0,1
U000079,106.92,200.98666666666668,0.5322083347147166,0
U000080,213.93,112.0,1.9092774308652989,0
